NAME	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells gamma delta	T cells regulatory (Tregs)	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	
ANKRD55	284.4126542617905	218.91580330875755	117.2003667833948	141.69811143864746	1853.3355988781868	436.42034790670874	79.77497226805319	1077.3303199684028	176.24388119098057	123.88061060214804	83.38527976612554	88.45957062399957	126.10782011171304	123.60042900487309	96.20392388342349	48.55417359229182	108.0271283227789	133.55962770265555	153.22893286680545	104.30099624829464	1068.2950216181644	415.2425186490762	
AOAH	64.62199465919095	33.54704728951805	163.6043138635649	536.6736861750135	364.5932002164324	112.91414200756975	183.00694478005252	148.13638870618604	2382.732265606827	262.596015346157	3402.705208315625	2613.0570922019806	3986.0342034715636	244.92779503631021	1407.5174313507448	2872.154746256479	635.2104221429884	923.349620772165	90.41954171964392	122.41627144033474	802.3316292738929	2125.2605569441994	
APOBEC3A	102.42917387673396	89.60068606658827	99.59399621783282	64.35533704578592	107.23551314041033	52.737213824073486	57.78231649324517	71.37789026199493	723.1437604832568	36.39006842840584	253.30681512336997	132.21936177583163	2415.197907848233	85.24008520225678	4501.140478703056	148.7993403352749	107.91378903118508	2637.2789540034323	71.920785898629	33.35485520669226	1137.4842557247728	5584.333308506123	
APOBEC3G	1283.4519661694565	1135.2939329340165	2034.5623621626462	2090.8525398762868	336.64569965925114	2340.674985539992	1540.7725015001322	386.05358741181374	5415.054458364533	979.7203755907129	6314.770723396056	8895.30222836423	865.740524636173	278.76814055538114	1036.9938805607753	258.30042807916044	203.44778177295018	1393.3581394758464	627.1314036261958	327.1943796299968	306.3062144656207	464.44125418065624	
APOL3	222.62751070259552	530.3981334815013	754.868034742769	1209.1223760114235	950.7902717764107	1615.032253991683	1119.4868814336273	351.129048291033	1173.2704744198181	993.4624966360252	1172.6930973838917	1002.8376522221362	1000.826957726669	238.59809563060674	11009.293918391726	437.5272083363314	219.60048455101196	861.4587391344037	264.6756630407528	98.21606371071164	107.8051427966985	106.42450952818308	
APOL6	17.311821505059775	11.606508287368058	7.831610307696983	8.448971351762964	11.962279176565602	8.439383106932233	57.51718620345319	7.1775873371521905	9.718189532338862	13.367642238058721	12.855271771403446	370.3966282335072	11.82068745203689	13.109436811066562	967.6451455730563	7.7846121305486005	9.135536318620407	159.534636411532	23.129925176161258	8.19543422404357	5.9521270040794985	19.07117142942555	
AQP9	21.34280657581433	15.11459288700198	15.664335487708582	13.675482677944476	14.192101400163812	14.894124899008963	13.115967853017516	18.666706465621914	188.87274846914835	64.26406025797348	93.46925863869295	12.577755968985073	2044.0348352996548	4583.500674668699	4309.341662187213	399.4746192446238	1132.650086871689	1454.899429469337	576.5533039792408	1876.2661269246103	128.81964245616257	13705.686719091202	
ARHGAP22	34.635564748969536	48.31289927802426	23.83351793414222	45.01409912225813	71.86055344501546	22.631236071495927	15.452660562440002	25.40966715027256	12.494566266747768	32.567808039610064	82.42753502689047	27.398640551066027	54.808001740645565	175.45743541890027	351.5922058020795	272.9890571830277	319.7744125695583	2985.7311038232237	46.747822237261154	52.54547171635453	81.64009181506961	20.410360414305195	
ARRB1	15.931153840963423	15.19815814133933	18.99250538878948	19.09130441931469	18.712197586049708	25.184219384692106	23.055150357123466	18.444926629029418	15.114267227351045	7.896579688054668	57.396706669090634	138.9893405339558	440.2370046766555	333.39627241069695	946.0138184343298	395.556230188241	43.107584983930636	32.6644937659282	44.46607563114991	31.290327393029624	26.074192876761966	32.749621067136296	
ASGR1	40.87013431254922	42.49782740902208	42.61290525655179	12.188809234960715	10.82624420348102	13.274209379453872	8.195551244276958	5.122171371239069	304.7934604787475	19.55662922747249	10.823904691256505	15.247755404001968	976.7071792027068	108.72189155587463	25.236261487840665	155.49133848469555	76.17616916233999	33.718623055519934	55.01698405731912	65.87597482220474	40.39440730026411	75.07267776700397	
ASGR2	30.26095626725074	33.9085418456292	33.913635492249085	29.78023760825846	36.87140682735257	41.82249473461235	34.46381595119605	31.382735318807864	167.10423821613	113.23013467149488	29.553981867440427	29.874612521465423	1484.9610479049052	36.119786523898746	26.373869096425864	760.7257707396678	48.75909319204216	23.496231124226238	23.986291719431513	20.52967571707169	51.181962195594835	49.902648943151206	
ATHL1	367.9599908031702	535.7827614071261	782.0675727912804	806.0999281874422	5333.944657840648	794.948022421554	231.17881851941328	1765.5523861498275	216.98237712993313	250.51516580110615	570.5471409788353	277.08466563674	183.28087034660985	52.258209806405894	167.5032594593642	132.63194504922828	31.123548969638335	26.360967787947683	72.34940320921908	60.489324637302495	329.5023980568507	1241.0081142556146	
ATP8B4	123.61498619863298	86.80594392115609	83.7256570422427	69.79360212526564	59.88926337696329	51.01417813424015	77.34829047012195	29.05340286999785	106.47154246773479	58.631072797593376	612.7580117662136	1035.862626647704	219.34401737215688	106.07064430076268	33.35142773198633	1163.254875658372	641.2079579571695	109.35676506677825	1798.0443175727987	2105.0471716836855	386.19468050069224	95.69691226641055	
ATXN8OS	19.03486996755123	17.581477202276034	131.45195791949342	12.108508794528392	11.610802043280252	12.659873527548193	12.988397224375028	12.42360351066112	24.88673794862581	16.781353697857266	10.346931118406077	9.398323167558031	10.415443871465804	10.998779823633715	13.344002812036404	11.402811592993825	10.348582449233003	12.373313551899852	22.20849492457785	8.57137578740128	19.438509770806295	15.560083728023788	
AZU1	26.084488418832915	37.31588708351509	54.505699552309544	75.4941836835448	9.996682874232533	45.141593594187555	20.30359339457592	12.101872816155835	32.59050722782075	11.81131187237015	411.6451896711783	118.8706556875345	96.50450871972811	51.601652934301775	163.90104445543508	315.83282443759697	63.66776500119944	58.984754920626685	600.00266346117	1034.5868183866157	114.30036227411333	82.37125482419644	
BACH2	4442.146223933428	1237.1561839274177	145.92486942545293	716.576216634208	1423.6569397713386	449.1787857374528	442.47574848975455	245.05836649993503	597.1505698561984	444.68503228266445	478.09888126008263	511.12003590956283	52.109152403129556	60.7306912233105	78.33384779692321	56.28089967544612	58.86433428605158	82.81441867701056	78.94686859492938	68.30005917801057	187.93460314564788	132.76488420990347	
BAI1	73.73113840343544	40.91444951548965	155.14620684786976	21.60034984578576	45.70945960274504	41.710795143111504	53.121231292140465	31.14582210283994	194.66564266881622	532.1622378302325	32.568936996737676	38.30044178894369	57.329362263901864	72.7964884287208	63.068620848632776	31.579972421524978	82.00425460355494	151.7226737601128	72.11354451895308	112.63425437029444	129.96103282402552	93.29242746087854	
BANK1	7633.960181550459	9177.35991760022	108.77489707766019	27.088701442036275	39.564496815610035	35.51276327425276	4.929861418173472	18.99250538878948	55.75942072776342	33.46526866338069	33.0048249822181	37.19485779709235	86.5872475902769	7.014183015551641	16.020271457058016	29.192635014413565	49.22937802612005	19.41137258616166	79.81548760268143	92.53939613164377	993.0314298536694	39.18510515865458	
BARX2	16.2562128009169	22.625091458499703	15.031858413994707	14.680737157307599	13.898946465991905	10.899274711203397	17.902008498227893	19.74347261447391	134.58692687760546	400.0920776216676	19.024449332302257	26.10193826556931	18.15622799363681	17.141878926636842	15.566082738659631	28.072834133906465	22.65017098150384	21.75934627668462	48.17655595746742	26.332236311553537	65.61241103491926	61.558547921478954	
BCL11B	166.58129914347523	133.7136258949038	149.82101951387136	4183.738789125347	7177.23040420209	4962.937554681212	842.2142194262557	3186.537019191186	2581.692495838358	2748.1147869584465	818.2107999072979	512.2763499992232	88.02675109197367	78.00838097107165	68.03903220396447	51.07857307987015	95.81819268756232	76.46043430288736	53.8648093855559	52.158234030314134	306.98802013392844	166.89274719624825	
BCL2A1	112.6417382604651	314.0191330466266	76.39326014462473	575.0352024519068	452.9144897050969	755.8584032734586	1206.5058004212372	698.6513947778922	431.9749142194652	171.06258200329262	539.9592882759475	526.5774706635419	2261.391133902669	5560.455557541606	7038.536621769306	195.95980195288692	135.59247753810035	5551.253656999346	869.1471248340592	3291.22782173027	13257.932039683328	8790.332010248476	
BCL7A	1097.3123028083155	437.91467427956	201.80895762474537	119.26802531601334	118.18384162562185	78.52160610976563	52.256795544820946	70.53816316698163	53.79298261019148	182.58346864875787	31.501748822523517	60.2289345658237	53.33648066042694	55.79800074835417	131.35384319701612	185.73752255462946	281.3217081720187	211.80474707517254	156.3160764422503	190.5305360103729	79.74570454282937	121.28619047867808	
BEND5	571.200940798505	267.7407887635138	197.8545423816156	159.6750731061117	219.56834550023027	64.9845648966987	51.46605096004897	54.24620420036308	56.17742996837612	28.022422340671486	74.64354416780185	37.219545471212626	57.984120824880364	67.04718627750572	57.11383214882845	51.61492392915145	66.09074337137095	79.33688539205595	54.23882637890961	63.18438860985582	82.16727964760106	102.1569817626853	
BFSP1	8.61551650442714	12.092516504533737	9.834897323734227	19.663580814223153	130.38287115916572	8.91036272107226	12.089508214183596	59.32684347779473	111.3884060420441	14.532621101727349	34.61450760909159	19.451685759541277	21.378559944248142	15.682063965704321	36.95107528792616	30.802448502844626	19.39633131942287	12.200578619630903	34.02291074915547	49.6849667120716	13.217963213800886	19.086521962246255	
BHLHE41	227.28392297810606	379.25033751497597	981.1066214925189	45.270419195571606	17.676349928051295	26.70594031967945	66.17589118764026	22.222697434825708	88.62990369814455	114.51808648354178	51.534218119559725	51.58608453611347	42.84587818993214	5455.3373608433285	143.86810786809056	325.1297699956186	328.11552978314523	552.0522551511135	257.34860831943064	252.50169429395288	54.15551876392811	77.67945327008141	
BIRC3	1762.3231292867008	1072.239215096976	363.81644374509125	370.9307245909232	677.9807090959872	1121.4240115888247	2888.7076814609277	402.56232427075594	238.92462558876352	2449.3707730701676	283.6871924078548	1173.964829550105	159.952492016993	230.7650134367283	1971.1125387051463	237.50178363745988	442.72982728043877	10553.575438557617	71.25617244221698	1951.5604239653753	1582.2303253652035	132.8542597258569	
BLK	1788.4247768736436	3284.2354893254533	42.039488763070636	136.3936480513617	67.99945866340663	19.165284761192943	10.421281910890416	89.85602786998825	20.714814026304833	9.580065844382254	10.056649062541835	12.257573989832371	34.13408456116183	15.524094022230114	11.820498604763769	14.41666747186151	15.285786695183031	16.743979197856653	10.556969451084257	8.16495267359414	38.70017299838363	9.863599004951126	
BMP2K	282.3095234329566	216.4337119363289	104.85313324200825	117.76525000219829	109.30810521686838	42.068877651125696	146.6778837773599	224.3125248688702	118.8177698118937	77.32098601458759	107.04258723720721	117.2003667833948	350.5910579101942	323.58738643705374	655.4319287451974	971.8036512236562	427.6761571960843	620.4619298790296	2822.7821237030844	2472.95602033208	900.2382073755882	588.9037938603881	
BPI	10.469714669614232	14.031679049877706	15.247755404001968	64.13890514854964	41.29948278317471	12.507722880235379	6.382539852989009	15.195843245001033	19.437438464032226	10.779597041831412	837.2008290923854	166.06210421698322	280.0017083612847	15.021821338784505	16.53368600840765	25.96026017724078	13.482469325564745	14.913040285786735	973.6001575693637	829.7606870274732	390.5882271159455	60.80053178521467	
BRAF	2571.8039328667824	974.3131867189686	492.0692023378022	178.69310515618912	101.02672085457945	155.55142103749955	178.3523031088189	102.12602561014789	441.028054079647	593.3232903419012	298.7194597448753	257.1799045934066	264.8782577134235	312.931115945167	369.77059304324973	191.0087529540646	230.09497861414485	360.06340097179896	153.4806628058046	301.84376962454496	925.522491218634	721.2799494953157	
BRSK2	10.445854983713472	4.456868897815037	34.32244633467252	10.46220047309551	7.924164041317431	16.19041477615362	40.50367376779451	54.730543549540194	61.61611091394498	14.764238900787717	18.2702946574519	17.220130905110338	11.758644184997674	9.848570784232319	10.526178885940984	8.886630462584632	7.498549179941771	28.809953390510668	46.235979721663156	15.481933947026832	8.252301573482637	11.86171475783926	
BST1	65.21842010506475	67.58793070325365	33.76856098235721	68.85559844775116	129.37038531640636	67.69994037769453	71.82322708445108	62.291412404542	322.46085576727796	44.303337942194105	151.41014487492055	86.1370771504499	1567.2195692829007	390.5390601073925	73.76833139432445	209.46482217095266	154.2773487658047	113.98243804203412	427.49985890821176	444.1675314059678	10.161066930060244	1750.2313286997414	
BTNL8	15.222361382401955	13.267574524983338	9.870549848475704	13.495473509923986	23.17042571844581	17.469058428232103	21.218126997624562	16.643191633324832	44.086658660879756	35.1461179166437	11.548720009360716	13.716778293804044	20.109202400538035	25.7234190839744	18.639430048739563	10.710251129712237	16.444651453073	18.982397668070384	13.130003017025189	16.682446081793366	99.58265356928328	1062.5821862604553	
C11orf80	531.84926150097	393.77156564480174	2192.7069002429807	162.58478838989146	91.48541859747229	158.51489373153981	138.9893405339558	136.96186802231992	149.3466965793057	92.03471806663956	100.49005004401556	141.0093391627128	85.67243057815713	99.3343610230292	34.48872875694878	88.34055902259374	103.7648187433887	141.86547076452905	147.60240907834805	142.90014106533928	157.0693359841158	101.65880034174586	
C1orf54	41.710795143111504	44.30946814431266	113.09703935346637	244.0295762276038	292.56175519038993	288.26443608383767	109.84107839316427	87.19841263590135	125.68176042059295	51.3177840333679	162.65931929656875	73.10888641437427	395.02301772886767	1418.0012523829048	1157.7530621202093	2036.47576750993	4773.895505119346	1134.906100811234	277.2757208077838	305.21081031217375	422.5487976790172	49.30939393284291	
C3AR1	131.09955579589342	97.68302988583405	235.87307869746238	218.06702395415186	100.57262000552231	198.3433582000747	109.08564587170122	110.3968405042892	667.7386109605162	521.2960334010617	753.7180286890529	473.1714371449568	1337.3682333416782	799.6447121092631	4247.947250927175	2754.4571118467074	879.0878467799268	259.2776032576349	4587.545998466922	4865.33049708527	9437.290602281526	746.0445600258327	
